              0	 -0.145
              1	 -0.145
              2	 -0.145
              3	 -0.145
              4	 -0.145
              5	 -0.145
              6	 -0.145
              7	 -0.145
              8	 -0.120
              9	 -0.135
             10	 -0.145
             11	 -0.150
             12	 -0.160
             13	 -0.155
             14	 -0.160
             15	 -0.175
             16	 -0.180
             17	 -0.185
             18	 -0.170
             19	 -0.155
             20	 -0.175
             21	 -0.180
             22	 -0.190
             23	 -0.180
             24	 -0.155
             25	 -0.135
             26	 -0.155
             27	 -0.190
             28	 -0.205
             29	 -0.235
             30	 -0.225
             31	 -0.245
             32	 -0.250
             33	 -0.260
             34	 -0.275
             35	 -0.275
             36	 -0.275
             37	 -0.265
             38	 -0.255
             39	 -0.265
             40	 -0.275
             41	 -0.290
             42	 -0.290
             43	 -0.290
             44	 -0.290
             45	 -0.285
             46	 -0.295
             47	 -0.305
             48	 -0.285
             49	 -0.275
             50	 -0.275
             51	 -0.280
             52	 -0.285
             53	 -0.305
             54	 -0.290
             55	 -0.300
             56	 -0.280
             57	 -0.290
             58	 -0.300
             59	 -0.315
             60	 -0.320
             61	 -0.335
             62	 -0.360
             63	 -0.385
             64	 -0.385
             65	 -0.405
             66	 -0.455
             67	 -0.485
             68	 -0.485
             69	 -0.425
             70	 -0.330
             71	 -0.220
             72	 -0.070
             73	  0.120
             74	  0.375
             75	  0.620
             76	  0.780
             77	  0.840
             78	  0.765
             79	  0.520
             80	  0.170
             81	 -0.165
             82	 -0.365
             83	 -0.435
             84	 -0.425
             85	 -0.370
             86	 -0.330
             87	 -0.325
             88	 -0.335
             89	 -0.345
             90	 -0.330
             91	 -0.325
             92	 -0.315
             93	 -0.310
             94	 -0.320
             95	 -0.335
             96	 -0.340
             97	 -0.325
             98	 -0.345
             99	 -0.335
            100	 -0.330
            101	 -0.335
            102	 -0.330
            103	 -0.325
            104	 -0.330
            105	 -0.330
            106	 -0.345
            107	 -0.355
            108	 -0.335
            109	 -0.325
            110	 -0.305
            111	 -0.320
            112	 -0.320
            113	 -0.330
            114	 -0.340
            115	 -0.335
            116	 -0.340
            117	 -0.345
            118	 -0.355
            119	 -0.355
            120	 -0.340
            121	 -0.330
            122	 -0.330
            123	 -0.330
            124	 -0.340
            125	 -0.350
            126	 -0.325
            127	 -0.325
            128	 -0.330
            129	 -0.330
            130	 -0.335
            131	 -0.335
            132	 -0.340
            133	 -0.330
            134	 -0.340
            135	 -0.350
            136	 -0.355
            137	 -0.350
            138	 -0.345
            139	 -0.330
            140	 -0.320
            141	 -0.335
            142	 -0.330
            143	 -0.345
            144	 -0.330
            145	 -0.335
            146	 -0.335
            147	 -0.345
            148	 -0.345
            149	 -0.355
            150	 -0.340
            151	 -0.340
            152	 -0.335
            153	 -0.330
            154	 -0.350
            155	 -0.350
            156	 -0.345
            157	 -0.335
            158	 -0.335
            159	 -0.335
            160	 -0.350
            161	 -0.355
            162	 -0.355
            163	 -0.345
            164	 -0.345
            165	 -0.335
            166	 -0.350
            167	 -0.360
            168	 -0.360
            169	 -0.360
            170	 -0.365
            171	 -0.360
            172	 -0.370
            173	 -0.385
            174	 -0.370
            175	 -0.360
            176	 -0.355
            177	 -0.360
            178	 -0.375
            179	 -0.375
            180	 -0.365
            181	 -0.365
            182	 -0.360
            183	 -0.360
            184	 -0.365
            185	 -0.370
            186	 -0.355
            187	 -0.330
            188	 -0.325
            189	 -0.325
            190	 -0.335
            191	 -0.340
            192	 -0.315
            193	 -0.300
            194	 -0.300
            195	 -0.290
            196	 -0.295
            197	 -0.290
            198	 -0.285
            199	 -0.275
            200	 -0.255
            201	 -0.250
            202	 -0.250
            203	 -0.265
            204	 -0.255
            205	 -0.245
            206	 -0.230
            207	 -0.245
            208	 -0.245
            209	 -0.255
            210	 -0.255
            211	 -0.240
            212	 -0.250
            213	 -0.255
            214	 -0.245
            215	 -0.255
            216	 -0.250
            217	 -0.250
            218	 -0.265
            219	 -0.260
            220	 -0.260
            221	 -0.265
            222	 -0.270
            223	 -0.265
            224	 -0.260
            225	 -0.275
            226	 -0.280
            227	 -0.290
            228	 -0.275
            229	 -0.270
            230	 -0.260
            231	 -0.280
            232	 -0.280
            233	 -0.285
            234	 -0.275
            235	 -0.275
            236	 -0.265
            237	 -0.270
